企业名称,工作地址,招聘主页,经纬度
广州惠侨计算机科技有限公司,广州市越秀区沙河富力东山新天地10楼,https://www.lagou.com/jobs/3675881.html,"113.32106218488632,23.132816560920993"
广州市盈泽信息科技有限公司,广州天河区五山广州市天河区长福路207号长兴智汇商务中心D座301B,https://www.lagou.com/jobs/3052810.html,"113.35503035549704,23.172154679830182"
上海中软华腾软件系统有限公司,广州天河区天河公园科韵路,https://www.lagou.com/jobs/4714613.html,"113.3740759504386,23.133934741654922"
广州久邦世纪科技有限公司,广州越秀区中山三路33号中华国际中心A座16、17楼,https://www.lagou.com/jobs/3512031.html,"113.28826188150603,23.131884371130646"
广东联合电服数据科技股份有限公司,广州越秀区建设华侨新村和平路10号,https://www.lagou.com/jobs/4363800.html,"113.29527591919684,23.143769082256796"
广州华多网络科技有限公司,广州番禺区万博商务区万达广场B1座,https://www.lagou.com/jobs/4823819.html,"113.35521477222835,23.01216154578835"
广州至真信息科技有限公司,广州天河区中山大道建工路4号佳都大厦,https://www.lagou.com/jobs/4872501.html,"113.37884264423582,23.130468280587273"
广州悦信无线科技有限公司,广州萝岗区开创大道2707号万达广场B1栋601602室,https://www.lagou.com/jobs/3492860.html,"113.47328966537076,23.17415018934588"
泛纬咨询（深圳）有限公司,广州天河区信息港大厦,https://www.lagou.com/jobs/4805632.html,"113.3856428913265,23.166129265424512"
广东博安达环境科技有限公司,广州天河区明旭街1号万科云城米酷B1栋608610,https://www.lagou.com/jobs/4868647.html,"113.41313685213635,23.172773166453023"
金锡科技（广州）有限公司,广州越秀区东方宾馆3号楼12楼3208室,https://www.lagou.com/jobs/4271763.html,"113.26579816043909,23.145662211095516"
广州皓云原智信息科技有限公司,广州天河区林和天河东路240号,https://www.lagou.com/jobs/4769397.html,"113.3402377745165,23.143715747677668"
广州太平洋电脑信息咨询有限公司,广州天河区高普路115号,https://www.lagou.com/jobs/4826141.html,"113.42152723849519,23.18178272964785"
广州明动软件股份有限公司,广州天河区元岗长湴白沙水路89号长湴创意园A栋,https://www.lagou.com/jobs/4773632.html,"113.35716616128703,23.183434753327887"
广州大象健康科技有限公司,广州天河区宏太智慧谷,https://www.lagou.com/jobs/4800759.html,"113.42335261774848,23.180259889801977"
广州闻乐教育科技有限公司,广州天河区员村科韵路天河软件园建工路天信楼13号703室,https://www.lagou.com/jobs/3081830.html,"113.37911597794138,23.12878387628191"
品骏控股有限公司,广州海珠区琶洲琶洲万胜广场,https://www.lagou.com/jobs/4488097.html,"113.38888020849247,23.103151530182828"
广州智干电子商务科技有限公司,广州海珠区琶洲大道83号宝地广场16021室,https://www.lagou.com/jobs/4159516.html,"113.34959054341532,23.108297612197678"
北京智蓝云信科技有限公司,广州天河区天河公园天河区科韵路16号信息港A栋15楼,https://www.lagou.com/jobs/4789544.html,"113.38020667983022,23.13183802233798"
广州健云信息技术有限公司,广州越秀区越秀区广州大道中307号富力东山新天地602室,https://www.lagou.com/jobs/4836324.html,"113.32106218488632,23.132816560920993"
广东南方家庭购物有限公司,广州越秀区人民北路686号太平洋影音大厦6层（广东广播电台大院内）,https://www.lagou.com/jobs/4784609.html,"113.26420808692421,23.143574459526853"
广州创发软件开发有限公司,黄村智汇园B406,https://www.lagou.com/jobs/1711642.html,"0,0"
广州华多网络科技有限公司,广州番禺区广州市番禺区万博商务区万达商业广场北区B1栋,https://www.lagou.com/jobs/3789475.html,"113.41679952964883,22.93459079579793"
广州快效信息技术有限公司,广州海珠区琶洲大道保利国际南塔1205,https://www.lagou.com/jobs/4588503.html,"113.35989182591537,23.1068587507384"
广州微乾软件信息科技有限公司,广州越秀区岭南珠江新城临江大道保利中心,https://www.lagou.com/jobs/4706764.html,"113.33349096564702,23.125725693998607"
中兴软创科技股份有限公司,广州番禺区大石石北工业路644号巨大创意产业园19栋3楼,https://www.lagou.com/jobs/4547810.html,"113.29395235765548,23.019764006901603"
广州玖维信息科技有限公司,广州天河区五山五山路,https://www.lagou.com/jobs/4520328.html,"113.3595766742917,23.157838126075717"
广州维朗网络科技有限公司,广州天河区珠江新城广州市天河区金穗路62号侨鑫国际大厦,https://www.lagou.com/jobs/4680101.html,"113.32805136107386,23.128044299732867"
广州大象健康科技有限公司,广州天河区宏太智慧谷,https://www.lagou.com/jobs/4680419.html,"113.42335261774848,23.180259889801977"
广州餐道信息科技有限公司,广州市市市荔湾区芳村芳村大道下市直街一号会馆自编5A25B2单元,https://www.lagou.com/jobs/3566032.html,"113.2421756001121,23.107309474550185"
广东南方网络电视传媒有限公司,广州海珠区官洲国际生物岛寰宇三路36、38号合景星辉广场北塔503,https://www.lagou.com/jobs/4634962.html,"113.37721391483825,23.073456347349364"
京滴信息科技（广州）有限公司,广州天河区体育中心体育东路148号南方证券大厦16楼1605,https://www.lagou.com/jobs/4358292.html,"113.33558101983908,23.144901374587675"
恒拓开源信息科技股份有限公司广州分公司,广州天河区冼村珠江新城无限极保利威座北塔,https://www.lagou.com/jobs/4822996.html,"113.33310522697302,23.127227073203628"
广东优计划科技有限公司,广州天河区龙口西路1号保利中辰广场A座15楼,https://www.lagou.com/jobs/4436198.html,"113.34350938701326,23.139800392325988"
广州中国科学院软件应用技术研究所,广州南沙区南沙区海滨路1121号,https://www.lagou.com/jobs/3539848.html,"113.54762830901058,22.831456166664335"
大圣科技股份有限公司,广州荔湾区芳村广州市荔湾区长堤街1号,https://www.lagou.com/jobs/1422976.html,"113.24886177785122,23.10518844033607"
论客科技（广州）有限公司,广州番禺区大学城州大学城综合信息枢纽楼（电信大楼）东入口五楼,https://www.lagou.com/jobs/4063522.html,"113.40085066839228,23.064408982302982"
氪金信息科技（天津）有限公司,广州天河区车陂中山大道中379号联合社区东区6栋楼5层65176518室,https://www.lagou.com/jobs/4770267.html,"113.40949136219155,23.131251201075678"
广州以大计算机科技有限公司,广州天河区元岗元岗路310号智汇parkA栋（天河客运站D出口）,https://www.lagou.com/jobs/4139976.html,"113.34801799763753,23.180424741621675"
上海游民网络科技有限公司,广州天河区棠下中山大道西汇鑫商业大厦3楼,https://www.lagou.com/jobs/4810758.html,"113.38744435427088,23.13092443474373"
英思达（广州）科技有限公司,广州越秀区解放北越秀公园地铁站C出口,https://www.lagou.com/jobs/4610935.html,"113.27579491647306,23.147805233089723"
广州市坤盛信息科技有限公司,广州天河区五山中山大道西89号华景新城华景软件园A栋11楼北917室,https://www.lagou.com/jobs/4693938.html,"113.3628800032611,23.14106168388106"
大圣科技股份有限公司,广州荔湾区芳村长堤街1号,https://www.lagou.com/jobs/4724876.html,"113.24886177785122,23.10518844033607"
广州明动软件股份有限公司,广州天河区元岗长湴白沙水路89号长湴创意园A栋,https://www.lagou.com/jobs/4817141.html,"113.35716616128703,23.183434753327887"
佛山市宝诗龙精密五金有限公司,广州天河区员村广州市天河区马场路539号18楼,https://www.lagou.com/jobs/4385480.html,"113.34971983832394,23.129480864132276"
广州德惟科技有限公司,广州天河区体育西路城建大厦,https://www.lagou.com/jobs/4854811.html,"113.32742016041935,23.145062808731684"
前海易物（深圳）电子商务有限公司广州分公司,广州海珠区琶洲新港东路1000号保利世贸中心C座2011室,https://www.lagou.com/jobs/4877040.html,"113.3735362520816,23.102665795086697"
广东原动力信息科技有限责任公司,广州天河区珠江新城陶育路82号暨南商务中心4楼,https://www.lagou.com/jobs/4223108.html,"113.35142254677345,23.135386462925"
广州天禧游信息科技有限公司,广州番禺区南村万博上城国际2栋1804（南村万博地铁站7号线）,https://www.lagou.com/jobs/4758895.html,"113.35711327355014,23.007195758711752"
深圳市易聆科信息技术股份有限公司,广州天河区石牌广州市天河区龙口东横街28号丽柏酒店东塔24132416室,https://www.lagou.com/jobs/1879222.html,"113.34668185802244,23.145026845178215"
广州铠源信息科技有限公司,广州天河区林和西路9号耀中广场B座3609,https://www.lagou.com/jobs/4514498.html,"113.33020019498865,23.148563788158977"
广州火鹰信息科技有限公司,广州番禺区南浦万兴一路8号广州凹凸凹电商创意产业园B栋301,https://www.lagou.com/jobs/4269981.html,"113.37421116428222,22.956132815238142"
广州大象健康科技有限公司,广州天河区宏太智慧谷,https://www.lagou.com/jobs/4611614.html,"113.42335261774848,23.180259889801977"
品骏控股有限公司,广州海珠区琶洲琶洲万胜广场,https://www.lagou.com/jobs/3688087.html,"113.38888020849247,23.103151530182828"
广州华资软件技术有限公司,广州天河区棠下建中路12号,https://www.lagou.com/jobs/4911584.html,"113.37782586211075,23.132361108023694"
广州玖维信息科技有限公司,广州天河区天河城天河路,https://www.lagou.com/jobs/4664613.html,"113.32917331860459,23.13875698808512"
广东道一信息技术股份有限公司,广州天河区天河公园员村一横路3号华颖轩2楼,https://www.lagou.com/jobs/4882262.html,"113.35927726906533,23.12856816178862"
广州德惟科技有限公司,广州天河区员村体育西路城建大厦,https://www.lagou.com/jobs/4497498.html,"113.32742016041935,23.145062808731684"
广东健客医药有限公司,广州萝岗区萝岗区科学大道中99号科汇金谷S栋四街4号一楼前台大厅,https://www.lagou.com/jobs/4247602.html,"113.44182679067397,23.17311652254065"
广州纳斯威尔信息技术有限公司,广州越秀区水荫路119号,https://www.lagou.com/jobs/4254992.html,"113.31831307717911,23.14863265072925"
广州虎牙信息科技有限公司,广州番禺区广州市番禺区广州市番禺区万博商务区万达商业广场北区B1栋,https://www.lagou.com/jobs/4859066.html,"113.41679952964883,22.93459079579793"
广州伯纳链信息科技有限公司,广州天河区天河公园黄埔大道中207号伟诚大厦2001,https://www.lagou.com/jobs/4844633.html,"113.37390530383246,23.128005945222018"
广州时刻销销网络科技有限公司,广州白云区同德西槎路聚源街50号园区运营招商中心10楼11楼,https://www.lagou.com/jobs/4073472.html,"113.24427946575139,23.187489963315244"
广东彩搜网络技术股份有限公司,广州天河区珠江新城高德置地冬广场H座,https://www.lagou.com/jobs/2977636.html,"113.33379929194541,23.125444250501015"
北京滴普科技有限公司,广州天河区中泰北塔,https://www.lagou.com/jobs/4784593.html,"113.32902765746789,23.156005160552333"
广州傲银信息科技有限责任公司,广州海珠区琶洲琶洲保利叁悦广场C塔1009,https://www.lagou.com/jobs/4614998.html,"113.39128678602071,23.108080009949692"
广州合富信息科技有限公司,广州天河区珠江新城珠江新城华成路2号名悦大厦,https://www.lagou.com/jobs/4400431.html,"113.32319116894426,23.126611707157743"
深圳来电科技有限公司,广州番禺区大石大石街石北工业路684号巨大创意产业园12栋（东塔）6楼,https://www.lagou.com/jobs/4848025.html,"113.29395235765548,23.019764006901603"
广州云徙科技有限公司,广州黄埔区鱼珠鱼珠地铁站出口（锦田花园旁）鱼珠智谷创业产业园,https://www.lagou.com/jobs/3900963.html,"113.4359453087223,23.104386768549677"
蛮蛮天下（北京）网络科技有限公司,广州天河区员村广州天河区天河软件园建中路60号科迅大厦438,https://www.lagou.com/jobs/3153739.html,"113.37689148604164,23.12932223793473"
广州市巴图鲁信息科技有限公司,广州海珠区广州之窗商务港17楼（地铁3号线沥滘地铁F出口）,https://www.lagou.com/jobs/3825095.html,"113.31951162603421,23.060067923853463"
广州好易电子联行服务有限公司,广州番禺区大学城小谷围街道青蓝街26号研发楼6楼地铁4号线大学城北站地铁口,https://www.lagou.com/jobs/3207502.html,"113.39290991717834,23.062834339484247"
